Water Temperature (°C),Total Flow (l/h),Dose (l/h)
22.73,0.84,0.06
22.73,0.84,0.06
22.7,0.84,0.06
22.7,0.84,0.06
22.7,0.84,0.06
24.44,0.7,0.06
24.42,0.7,0.06
24.39,0.7,0.06
24.37,0.7,0.06
24.34,0.7,0.06
24.32,0.7,0.06
24.29,0.7,0.06
24.07,0.79,0.06
24.05,0.79,0.06
24.02,0.79,0.06
23.97,0.79,0.06
23.92,0.79,0.06
23.9,0.79,0.06
23.87,0.79,0.06
23.82,0.79,0.06
23.82,0.79,0.06
23.77,0.79,0.06
23.77,0.79,0.06
22.78,0.84,0.06
23.95,0.7,0.06
23.18,0.79,0.06
23.15,0.79,0.06
23.15,0.74,0.06
23.15,0.74,0.06
23.15,0.74,0.06
23.15,0.74,0.06
23.28,0.74,0.06
23.3,0.74,0.06
23.33,0.74,0.06
23.33,0.74,0.06
23.33,0.74,0.06
23.33,0.74,0.06
23.33,0.79,0.06
23.3,0.79,0.06
23.33,0.79,0.06
23.33,0.79,0.06
23.35,0.79,0.06
23.38,0.79,0.06
23.4,0.79,0.06
24.02,0.79,0.06
23.97,0.79,0.06
23.95,0.79,0.06
24.34,0.7,0.06
24.32,0.7,0.06
24,0.79,0.06
24.44,0.74,0.06
24.42,0.74,0.06
24.39,0.74,0.06
24.37,0.74,0.06
24.34,0.74,0.06
24.32,0.74,0.06
24.29,0.74,0.06
24.72,0.7,0.06
24.72,0.7,0.06
24.72,0.7,0.06
24.12,0.79,0.06
23.92,0.7,0.06
23.9,0.79,0.06
23.95,0.79,0.06
23.05,0.74,0.06
23.03,0.74,0.06
23.03,0.74,0.06
23,0.74,0.06
24.94,0.7,0.06
24.91,0.7,0.06
24.86,0.7,0.06
23.5,0.7,0.06
23.47,0.7,0.06
23.42,0.7,0.06
23.57,0.79,0.06
23.57,0.79,0.06
23.55,0.79,0.06
23.55,0.79,0.06
23.55,0.79,0.06
23.52,0.79,0.06
23.52,0.79,0.06
23.5,0.79,0.06
23.47,0.79,0.06
23.47,0.79,0.06
23.45,0.79,0.06
23.42,0.79,0.06
23.4,0.79,0.06
23.57,0.79,0.06
23.57,0.79,0.06
23.57,0.79,0.06
23.57,0.79,0.06
23.55,0.79,0.06
23.55,0.79,0.06
23.52,0.79,0.06
23.52,0.79,0.06
23.52,0.79,0.06
23.55,0.79,0.06
23.55,0.79,0.06
23.6,0.79,0.06
23.62,0.79,0.06
24.57,0.7,0.06
24.54,0.7,0.06
24.52,0.7,0.06
24.52,0.74,0.06
24.49,0.74,0.06
23.42,0.79,0.06
23.42,0.79,0.06
23.4,0.79,0.06
23.4,0.79,0.06
23.4,0.79,0.06
23.38,0.79,0.06
23.38,0.79,0.06
23.35,0.79,0.06
23.35,0.79,0.06
23.33,0.79,0.06
23.3,0.79,0.06
23.28,0.79,0.06
23.28,0.79,0.06
23.15,0.79,0.06
23.15,0.79,0.06
23.15,0.79,0.06
23.15,0.79,0.06
24.39,0.7,0.06
24.39,0.7,0.06
24.44,0.74,0.06
24.42,0.74,0.06
24.39,0.74,0.06
24.34,0.74,0.06
24.32,0.74,0.06
24.29,0.74,0.06
24.24,0.74,0.06
24.22,0.74,0.06
24.19,0.74,0.06
24.17,0.74,0.06
24.12,0.74,0.06
24.09,0.74,0.06
23.45,0.79,0.06
23.45,0.79,0.06
23.42,0.79,0.06
23.42,0.79,0.06
23.42,0.79,0.06
23.45,0.79,0.06
23.6,0.79,0.06
23.62,0.79,0.06
23.65,0.79,0.06
23.67,0.79,0.06
23.67,0.79,0.06
23.67,0.74,0.06
23.6,0.79,0.06
23.6,0.79,0.06
23.57,0.79,0.06
23.57,0.79,0.06
23.55,0.79,0.06
23.55,0.79,0.06
23.52,0.79,0.06
23.52,0.79,0.06
23.5,0.79,0.06
23.5,0.79,0.06
23.5,0.79,0.06
23.47,0.79,0.06
23.47,0.79,0.06
24.61,0.74,0.06
24.61,0.74,0.06
24.59,0.74,0.06
24.57,0.74,0.06
24.52,0.55,0.06
23.77,0.7,0.06
23.82,0.7,0.06
24.69,0.74,0.06
24.69,0.74,0.06
24.67,0.74,0.06
24.64,0.74,0.06
24.54,0.74,0.06
24.49,0.74,0.06
24.47,0.74,0.06
24.44,0.74,0.06
24.42,0.74,0.06
24.37,0.74,0.06
24.24,0.65,0.06
24.69,0.74,0.06
24.44,0.74,0.06
24.42,0.74,0.06
24.42,0.74,0.06
24.39,0.74,0.06
24.37,0.74,0.06
24.34,0.74,0.06
24.32,0.74,0.06
24.32,0.74,0.06
24.27,0.74,0.06
24.27,0.74,0.06
24.24,0.74,0.06
24.22,0.74,0.06
23.7,0.74,0.06
24.61,0.74,0.06
24.57,0.74,0.06
24.54,0.74,0.06
24.52,0.74,0.06
24.49,0.74,0.06
24.47,0.74,0.06
24.44,0.74,0.06
24.42,0.74,0.06
24.39,0.74,0.06
24.37,0.74,0.06
24.34,0.74,0.06
24.32,0.74,0.06
24.14,0.79,0.06
25.41,0.7,0.06
25.39,0.7,0.06
25.36,0.7,0.06
25.29,0.6,0.06
25.09,0.65,0.06
25.04,0.65,0.06
25.01,0.65,0.06
24.99,0.65,0.06
23.82,0.79,0.06
23.8,0.79,0.06
23.77,0.79,0.06
23.77,0.79,0.06
23.75,0.79,0.06
23.75,0.79,0.06
23.72,0.79,0.06
23.7,0.79,0.06
23.7,0.79,0.06
23.67,0.79,0.06
23.65,0.79,0.06
23.65,0.79,0.06
24.52,0.74,0.06
24.52,0.74,0.06
24.52,0.74,0.06
24.91,0.74,0.06
24.86,0.74,0.06
24.84,0.74,0.06
24.79,0.74,0.06
24.76,0.74,0.06
24.72,0.74,0.06
24.69,0.74,0.06
24.69,0.74,0.06
24,0.79,0.06
24.05,0.74,0.06
24.07,0.74,0.06
24.99,0.74,0.06
24.91,0.65,0.06
24.99,0.65,0.06
24.96,0.7,0.06
23.57,0.79,0.06
23.9,0.7,0.06
23.9,0.7,0.06
23.87,0.7,0.06
23.8,0.74,0.06
23.8,0.74,0.06
23.77,0.74,0.06
24.96,0.65,0.06
24.44,0.74,0.06
24.42,0.74,0.06
24.42,0.74,0.06
23.8,0.79,0.06
23.8,0.79,0.06
23.75,0.79,0.06
23.75,0.79,0.06
23.75,0.79,0.06
23.72,0.79,0.06
23.72,0.79,0.06
23.7,0.79,0.06
23.7,0.79,0.06
25.19,0.7,0.06
24.94,0.74,0.06
24.91,0.74,0.06
24.89,0.74,0.06
24.86,0.74,0.06
24.84,0.74,0.06
24.81,0.74,0.06
24.76,0.74,0.06
24.74,0.74,0.06
24.09,0.65,0.06
24.19,0.74,0.06
24.24,0.74,0.06
24.29,0.74,0.06
23.92,0.74,0.06
23.9,0.74,0.06
23.9,0.74,0.06
23.9,0.74,0.06
23.9,0.74,0.06
23.92,0.79,0.06
23.67,0.79,0.06
24.29,0.74,0.06
24.29,0.7,0.06
24.29,0.74,0.06
24.02,0.7,0.06
24.02,0.7,0.06
23.97,0.7,0.06
23.97,0.7,0.06
23.97,0.7,0.06
23.95,0.7,0.06
23.95,0.74,0.06
23.95,0.7,0.06
23.95,0.74,0.06
24.32,0.74,0.06
24.32,0.7,0.06
24.22,0.7,0.06
24.19,0.74,0.06
24.19,0.74,0.06
23.92,0.79,0.06
23.9,0.74,0.06
24.14,0.7,0.06
23.97,0.74,0.06
23.97,0.7,0.06
23.95,0.7,0.06
23.95,0.7,0.06
24.22,0.7,0.06
24.12,0.74,0.06
23.97,0.74,0.06
23.87,0.7,0.06
23.85,0.79,0.06
24.54,0.7,0.06
24.49,0.74,0.06
24.49,0.74,0.06
24.49,0.74,0.06
24.02,0.7,0.06
24,0.7,0.06
24,0.7,0.06
24,0.7,0.06
24,0.7,0.06
24,0.7,0.06
24,0.7,0.06
23.82,0.79,0.06
23.8,0.79,0.06
23.8,0.79,0.06
24.79,0.7,0.06
24.79,0.7,0.06
24.76,0.7,0.06
24.14,0.74,0.06
24.12,0.74,0.06
24.09,0.74,0.06
24.07,0.74,0.06
24.05,0.74,0.06
24.02,0.74,0.06
24.02,0.74,0.06
24,0.74,0.06
23.97,0.74,0.06
23.97,0.74,0.06
23.95,0.74,0.06
23.95,0.74,0.06
23.82,0.79,0.06
23.82,0.79,0.06
23.82,0.79,0.06
23.8,0.79,0.06
23.8,0.79,0.06
23.8,0.79,0.06
23.77,0.79,0.06
23.75,0.79,0.06
23.72,0.79,0.06
23.72,0.79,0.06
23.7,0.79,0.06
24.86,0.74,0.06
24.86,0.74,0.06
24.84,0.74,0.06
24.84,0.74,0.06
24.81,0.74,0.06
23.7,0.7,0.06
23.7,0.7,0.06
23.67,0.7,0.06
23.67,0.7,0.06
23.67,0.7,0.06
23.65,0.7,0.06
23.65,0.7,0.06
23.62,0.7,0.06
23.62,0.7,0.06
23.6,0.7,0.06
23.57,0.7,0.06
24.67,0.74,0.06
24.64,0.74,0.06
24.64,0.74,0.06
24.61,0.74,0.06
24.54,0.74,0.06
24.54,0.74,0.06
24.54,0.74,0.06
24.54,0.74,0.06
24.57,0.74,0.06
24.54,0.74,0.06
23.65,0.7,0.06
23.62,0.7,0.06
23.62,0.7,0.06
23.6,0.7,0.06
23.6,0.7,0.06
23.57,0.7,0.06
23.57,0.7,0.06
23.55,0.7,0.06
23.52,0.7,0.06
23.52,0.7,0.06
24.57,0.74,0.06
24.54,0.74,0.06
24.54,0.74,0.06
24.52,0.74,0.06
24.49,0.74,0.06
24.49,0.74,0.06
24.34,0.74,0.06
24.32,0.74,0.06
24.29,0.74,0.06
24.27,0.74,0.06
24.24,0.7,0.06
24.22,0.7,0.06
23.65,0.74,0.06
24.61,0.74,0.06
24.61,0.74,0.06
24.59,0.74,0.06
24.59,0.74,0.06
24,0.7,0.06
23.97,0.7,0.06
23.95,0.7,0.06
23.92,0.7,0.06
23.9,0.7,0.06
23.87,0.7,0.06
23.85,0.7,0.06
23.85,0.7,0.06
23.82,0.7,0.06
23.8,0.7,0.06
23.8,0.7,0.06
23.77,0.7,0.06
23.7,0.79,0.06
23.7,0.79,0.06
23.7,0.79,0.06
23.67,0.79,0.06
23.67,0.79,0.06
23.65,0.79,0.06
23.65,0.79,0.06
23.62,0.79,0.06
23.6,0.79,0.06
23.6,0.79,0.06
23.57,0.79,0.06
23.55,0.79,0.06
23.55,0.79,0.06
23.95,0.7,0.06
23.95,0.7,0.06
23.92,0.7,0.06
23.9,0.7,0.06
23.9,0.7,0.06
23.87,0.89,0.06
23.87,0.74,0.06
23.85,0.74,0.06
23.85,0.74,0.06
23.82,0.74,0.06
23.8,0.74,0.06
23.72,0.79,0.06
23.72,0.79,0.06
23.72,0.79,0.06
23.75,0.79,0.06
23.75,0.79,0.06
24.19,0.7,0.06
24.22,0.7,0.06
24.24,0.7,0.06
24.54,0.74,0.06
24.54,0.7,0.06
24.52,0.7,0.06
24.49,0.7,0.06
24.47,0.79,0.06
23.6,0.74,0.06
23.57,0.74,0.06
23.57,0.74,0.06
23.57,0.74,0.06
23.55,0.74,0.06
23.55,0.74,0.06
23.52,0.74,0.06
23.52,0.74,0.06
23.5,0.74,0.06
23.5,0.74,0.06
23.47,0.74,0.06
23.47,0.74,0.06
23.45,0.74,0.06
23.33,0.79,0.06
23.33,0.79,0.06
23.3,0.79,0.06
23.3,0.79,0.06
23.28,0.79,0.06
23.28,0.79,0.06
23.28,0.79,0.06
23.28,0.79,0.06
23.28,0.79,0.06
23.3,0.79,0.06
23.3,0.79,0.06
23.33,0.79,0.06
24.29,0.7,0.06
24.27,0.7,0.06
24.27,0.7,0.06
24.24,0.7,0.06
24.22,0.7,0.06
24.22,0.7,0.06
24.19,0.7,0.06
24.19,0.7,0.06
24.17,0.7,0.06
24.17,0.7,0.06
24.07,0.79,0.06
23.62,0.79,0.06
24.47,0.74,0.06
24.47,0.74,0.06
24.44,0.74,0.06
24.42,0.74,0.06
24.39,0.74,0.06
24.37,0.74,0.06
24.34,0.74,0.06
24.32,0.74,0.06
24.29,0.74,0.06
24.32,0.74,0.06
24.29,0.74,0.06
24.29,0.74,0.06
24.27,0.74,0.06
24.24,0.74,0.06
24.22,0.74,0.06
24.19,0.74,0.06
24.19,0.74,0.06
24.17,0.74,0.06
24.14,0.74,0.06
24.14,0.74,0.06
23.85,0.79,0.06
23.85,0.79,0.06
23.82,0.79,0.06
23.8,0.79,0.06
23.77,0.79,0.06
23.77,0.79,0.06
23.75,0.79,0.06
23.57,0.65,0.06
24.67,0.74,0.06
24.67,0.74,0.06
24.67,0.74,0.06
24.57,0.74,0.06
24.57,0.74,0.06
24.54,0.74,0.06
24.54,0.74,0.06
24.52,0.74,0.06
24.57,0.74,0.06
24.54,0.74,0.06
24.54,0.74,0.06
24.52,0.74,0.06
24.49,0.74,0.06
24.47,0.74,0.06
24.44,0.74,0.06
24.42,0.74,0.06
24.39,0.74,0.06
24.37,0.74,0.06
24.34,0.74,0.06
24.12,0.79,0.06
23.97,0.7,0.06
23.3,0.79,0.06
23.28,0.79,0.06
23.3,0.79,0.06
24.79,0.7,0.06
24.79,0.7,0.06
24.76,0.7,0.06
24.76,0.7,0.06
24.22,0.74,0.06
24.22,0.74,0.06
24.22,0.74,0.06
24.22,0.74,0.06
24.22,0.74,0.06
24.22,0.74,0.06
24.19,0.7,0.06
24.19,0.74,0.06
24.17,0.74,0.06
24.17,0.7,0.06
24.14,0.7,0.06
24.12,0.7,0.06
23.75,0.79,0.06
23.75,0.79,0.06
23.75,0.79,0.06
23.75,0.79,0.06
23.72,0.79,0.06
23.72,0.79,0.06
23.72,0.79,0.06
23.7,0.79,0.06
23.67,0.79,0.06
23.67,0.79,0.06
23.65,0.79,0.06
23.62,0.79,0.06
23.65,0.74,0.06
23.62,0.74,0.06
23.6,0.74,0.06
23.6,0.74,0.06
23.6,0.74,0.06
23.57,0.74,0.06
23.57,0.74,0.06
23.57,0.74,0.06
23.55,0.74,0.06
23.55,0.74,0.06
23.55,0.79,0.06
24.99,0.65,0.06
24.72,0.74,0.06
24.69,0.74,0.06
24.67,0.74,0.06
24.64,0.74,0.06
24.61,0.74,0.06
24.59,0.74,0.06
24.57,0.74,0.06
24.17,0.7,0.06
24.14,0.7,0.06
24.14,0.7,0.06
24.12,0.7,0.06
24.09,0.7,0.06
24.09,0.7,0.06
24.07,0.7,0.06
24.05,0.7,0.06
24.05,0.7,0.06
24.02,0.7,0.06
24.02,0.7,0.06
23.97,0.79,0.06
24.84,0.74,0.06
24.72,0.74,0.06
24.72,0.74,0.06
24.72,0.74,0.06
24.69,0.74,0.06
24.67,0.74,0.06
24.67,0.74,0.06
24.64,0.74,0.06
24.61,0.74,0.06
23.85,0.7,0.06
23.85,0.7,0.06
23.82,0.7,0.06
23.82,0.7,0.06
23.8,0.7,0.06
23.8,0.7,0.06
23.8,0.7,0.06
23.77,0.7,0.06
23.77,0.7,0.06
23.75,0.7,0.06
23.72,0.7,0.06
23.7,0.7,0.06
23.52,0.79,0.06
23.52,0.79,0.06
23.5,0.79,0.06
23.5,0.79,0.06
23.5,0.79,0.06
23.52,0.79,0.06
23.55,0.79,0.06
24.96,0.74,0.06
24.94,0.74,0.06
24.57,0.7,0.06
24.54,0.7,0.06
24.52,0.7,0.06
24.49,0.7,0.06
24.47,0.7,0.06
24.42,0.7,0.06
24.39,0.7,0.06
24.37,0.7,0.06
24.34,0.7,0.06
24.44,0.74,0.06
24.42,0.74,0.06
24.42,0.74,0.06
24.39,0.74,0.06
24.37,0.74,0.06
24.37,0.74,0.06
24.34,0.74,0.06
24.32,0.74,0.06
24.29,0.74,0.06
24.27,0.74,0.06
24.27,0.74,0.06
24.24,0.74,0.06
24.84,0.7,0.06
24.84,0.7,0.06
24.84,0.7,0.06
24.81,0.7,0.06
24.81,0.7,0.06
24.79,0.7,0.06
23.82,0.74,0.06
23.85,0.74,0.06
23.87,0.74,0.06
24.64,0.74,0.06
24.67,0.74,0.06
24.09,0.79,0.06
24.07,0.79,0.06
24.05,0.79,0.06
24.02,0.79,0.06
24,0.79,0.06
24.79,0.74,0.06
24.79,0.74,0.06
24.79,0.74,0.06
24,0.74,0.06
23.97,0.74,0.06
23.97,0.74,0.06
23.95,0.74,0.06
23.95,0.74,0.06
23.92,0.74,0.06
23.92,0.74,0.06
23.92,0.74,0.06
23.9,0.74,0.06
23.87,0.74,0.06
23.87,0.74,0.06
23.85,0.74,0.06
25.01,0.74,0.06
24.99,0.74,0.06
24.96,0.74,0.06
24.02,0.74,0.06
24.02,0.74,0.06
24,0.74,0.06
24,0.74,0.06
23.97,0.74,0.06
23.97,0.74,0.06
23.95,0.74,0.06
23.92,0.74,0.06
23.92,0.74,0.06
23.9,0.74,0.06
23.87,0.74,0.06
23.87,0.74,0.06
23.72,0.79,0.06
24.64,0.74,0.06
24.64,0.74,0.06
24.61,0.74,0.06
24.61,0.74,0.06
24.61,0.74,0.06
24.59,0.74,0.06
24.59,0.74,0.06
24.57,0.74,0.06
24.57,0.74,0.06
24.47,0.74,0.06
24.44,0.74,0.06
24.42,0.74,0.06
24.39,0.74,0.06
24.39,0.74,0.06
24.37,0.74,0.06
24.34,0.74,0.06
24.32,0.74,0.06
24.29,0.74,0.06
24.99,0.74,0.06
24.07,0.7,0.06
24.07,0.7,0.06
24.05,0.7,0.06
24.05,0.7,0.06
24.02,0.7,0.06
24.02,0.7,0.06
24,0.7,0.06
24,0.7,0.06
23.97,0.7,0.06
23.97,0.7,0.06
23.95,0.7,0.06
23.92,0.7,0.06
23.67,0.79,0.06
23.65,0.79,0.06
23.65,0.79,0.06
24.81,0.74,0.06
24.81,0.74,0.06
24.79,0.74,0.06
24.76,0.74,0.06
24.76,0.74,0.06
24.59,0.74,0.06
24.57,0.74,0.06
24.57,0.74,0.06
24.57,0.74,0.06
24.39,0.74,0.06
24.39,0.74,0.06
24.37,0.74,0.06
24.37,0.74,0.06
24.86,0.74,0.06
24.86,0.74,0.06
24.72,0.7,0.06
24.72,0.7,0.06
24.69,0.7,0.06
24.67,0.74,0.06
24.64,0.74,0.06
24.64,0.74,0.06
24.61,0.74,0.06
24.59,0.74,0.06
24.54,0.84,0.06
24.27,0.7,0.06
25.16,0.7,0.06
24.37,0.74,0.06
24.34,0.74,0.06
24.32,0.74,0.06
24.29,0.74,0.06
24.29,0.74,0.06
24.27,0.74,0.06
24.24,0.74,0.06
24.24,0.74,0.06
24.22,0.74,0.06
24.19,0.74,0.06
24.19,0.74,0.06
24.17,0.74,0.06
24.12,0.79,0.06
24.64,0.74,0.06
24.64,0.74,0.06
24.64,0.74,0.06
24.61,0.74,0.06
24.61,0.74,0.06
24.61,0.74,0.06
24.59,0.74,0.06
24.72,0.74,0.06
24.72,0.74,0.06
24.72,0.74,0.06
24.72,0.74,0.06
24.69,0.74,0.06
24.69,0.74,0.06
24.67,0.74,0.06
24.64,0.74,0.06
24.64,0.74,0.06
24.61,0.74,0.06
24.59,0.7,0.06
24.79,0.74,0.06
24.76,0.74,0.06
24.74,0.74,0.06
24.72,0.74,0.06
24.69,0.74,0.06
24.67,0.74,0.06
23.57,0.74,0.06
23.57,0.74,0.06
23.6,0.74,0.06
23.6,0.74,0.06
23.6,0.74,0.06
23.6,0.74,0.06
23.6,0.74,0.06
24.61,0.74,0.06
24.61,0.74,0.06
24.59,0.74,0.06
24.59,0.74,0.06
24.59,0.74,0.06
24.57,0.74,0.06
24.57,0.74,0.06
24.22,0.74,0.06
24.32,0.74,0.06
24.32,0.74,0.06
24.29,0.74,0.06
24.29,0.74,0.06
24.27,0.74,0.06
24.27,0.74,0.06
24.24,0.74,0.06
24.24,0.74,0.06
24.22,0.74,0.06
24.22,0.74,0.06
24.19,0.74,0.06
24.19,0.74,0.06
23.97,0.79,0.06
23.95,0.79,0.06
23.92,0.79,0.06
23.9,0.79,0.06
23.87,0.79,0.06
23.87,0.79,0.06
24.84,0.74,0.06
24.81,0.74,0.06
24.81,0.74,0.06
24.79,0.74,0.06
24.47,0.74,0.06
24.47,0.74,0.06
24.44,0.74,0.06
24.44,0.74,0.06
24.44,0.74,0.06
24.42,0.74,0.06
24.42,0.74,0.06
24.39,0.74,0.06
24.39,0.74,0.06
24.37,0.74,0.06
24.37,0.74,0.06
23.77,0.74,0.06
23.62,0.74,0.06
23.6,0.74,0.06
24.67,0.7,0.06
24.37,0.74,0.06
24.34,0.74,0.06
24.34,0.74,0.06
24.32,0.74,0.06
24.17,0.74,0.06
24.17,0.74,0.06
24.14,0.74,0.06
24.14,0.74,0.06
24.14,0.74,0.06
23.03,0.79,0.06
23.18,0.79,0.06
23.2,0.79,0.06
23.23,0.79,0.06
23.25,0.79,0.06
23.28,0.79,0.06
23.3,0.79,0.06
23.3,0.79,0.06
23.33,0.79,0.06
23.33,0.79,0.06
23.35,0.79,0.06
24.39,0.74,0.06
24.39,0.74,0.06
24.39,0.74,0.06
24.09,0.74,0.06
24.79,0.7,0.06
23.55,0.7,0.06
23.55,0.7,0.06
23.52,0.7,0.06
23.52,0.7,0.06
23.5,0.74,0.06
23.5,0.7,0.06
23.5,0.7,0.06
23.47,0.7,0.06
23.45,0.7,0.06
23.45,0.7,0.06
23.4,0.79,0.06
23.4,0.79,0.06
23.4,0.79,0.06
23.4,0.79,0.06
23.42,0.79,0.06
24.09,0.79,0.06
24.07,0.65,0.06
23.95,0.74,0.06
23.97,0.74,0.06
23.95,0.74,0.06
23.95,0.74,0.06
23.95,0.74,0.06
23.95,0.74,0.06
23.95,0.74,0.06
23.95,0.74,0.06
24.49,0.74,0.06
24.47,0.74,0.06
24.44,0.74,0.06
24.42,0.74,0.06
24.39,0.74,0.06
24.37,0.74,0.06
24.34,0.74,0.06
24.39,0.74,0.06
24.39,0.74,0.06
24.37,0.74,0.06
24.34,0.74,0.06
24.32,0.74,0.06
24.32,0.74,0.06
24.09,0.79,0.06
24.07,0.79,0.06
23.75,0.84,0.06
23.38,0.7,0.06
23.35,0.7,0.06
23.35,0.7,0.06
23.33,0.7,0.06
23.33,0.7,0.06
23.13,0.79,0.06
23.13,0.79,0.06
23.1,0.79,0.06
23.1,0.79,0.06
23.08,0.79,0.06
23.08,0.79,0.06
23.05,0.79,0.06
23.05,0.79,0.06
23.05,0.79,0.06
23.05,0.79,0.06
23.05,0.79,0.06
23.05,0.79,0.06
24.07,0.74,0.06
24.05,0.74,0.06
24.02,0.74,0.06
23.97,0.79,0.06
23.92,0.65,0.06
23.33,0.74,0.06
23.33,0.74,0.06
23.3,0.74,0.06
23.3,0.74,0.06
23.28,0.74,0.06
23.28,0.74,0.06
23.25,0.74,0.06
23.23,0.74,0.06
23.2,0.74,0.06
23.2,0.74,0.06
23.18,0.74,0.06
23.15,0.74,0.06
23.15,0.74,0.06
23.08,0.79,0.06
23.05,0.79,0.06
23.03,0.79,0.06
23.03,0.79,0.06
23.03,0.79,0.06
23.03,0.79,0.06
23.03,0.79,0.06
23.03,0.79,0.06
23.72,0.74,0.06
23.7,0.74,0.06
23.7,0.74,0.06
23.7,0.74,0.06
23.67,0.74,0.06
23.65,0.79,0.06
23.65,0.79,0.06
23.62,0.79,0.06
23.62,0.79,0.06
23.6,0.79,0.06
23.6,0.79,0.06
23.57,0.79,0.06
23.55,0.79,0.06
23.55,0.79,0.06
23.55,0.74,0.06
23.55,0.74,0.06
23.55,0.74,0.06
23.55,0.79,0.06
23.55,0.79,0.06
23.55,0.79,0.06
23.55,0.79,0.06
23.55,0.79,0.06
23.87,0.79,0.06
23.87,0.79,0.06
23.85,0.79,0.06
22.98,0.7,0.06
22.95,0.74,0.06
22.9,0.74,0.06
22.9,0.74,0.06
22.88,0.74,0.06
22.88,0.74,0.06
22.88,0.74,0.06
22.83,0.79,0.06
22.83,0.79,0.06
22.83,0.79,0.06
22.83,0.79,0.06
22.8,0.79,0.06
22.8,0.79,0.06
22.8,0.79,0.06
22.8,0.79,0.06
22.8,0.79,0.06
22.78,0.79,0.06
22.78,0.79,0.06
22.78,0.79,0.06
22.78,0.79,0.06
23.67,0.79,0.06
23.65,0.79,0.06
23.65,0.79,0.06
23.62,0.79,0.06
23.6,0.79,0.06
23.57,0.79,0.06
23.4,0.79,0.06
23.42,0.79,0.06
23.4,0.79,0.06
23.4,0.79,0.06
23.4,0.79,0.06
23.4,0.79,0.06
23.28,0.74,0.06
23.28,0.74,0.06
23.25,0.74,0.06
23.25,0.74,0.06
23.23,0.74,0.06
23.23,0.74,0.06
23.2,0.74,0.06
23.2,0.74,0.06
23.13,0.79,0.06
23.13,0.79,0.06
23.1,0.79,0.06
23.1,0.79,0.06
23.1,0.79,0.06
23.1,0.79,0.06
23.1,0.79,0.06
23.1,0.7,0.06
23.85,0.79,0.06
22.88,0.74,0.06
22.88,0.74,0.06
22.88,0.74,0.06
22.88,0.74,0.06
22.85,0.74,0.06
22.85,0.74,0.06
22.85,0.74,0.06
22.83,0.74,0.06
22.83,0.74,0.06
22.8,0.74,0.06
22.8,0.74,0.06
22.78,0.74,0.06
22.68,0.79,0.06
22.66,0.79,0.06
22.66,0.79,0.06
23.67,0.79,0.06
23.67,0.79,0.06
23.65,0.79,0.06
23.38,0.74,0.06
23.35,0.74,0.06
23.35,0.74,0.06
23.33,0.74,0.06
23.33,0.74,0.06
23.3,0.74,0.06
23.3,0.74,0.06
23.18,0.79,0.06
23.18,0.79,0.06
23.18,0.79,0.06
23.18,0.79,0.06
23.18,0.79,0.06
23.18,0.79,0.06
23.18,0.79,0.06
23.15,0.79,0.06
23.77,0.7,0.06
23.77,0.7,0.06
23.77,0.7,0.06
22.66,0.79,0.06
22.66,0.79,0.06
22.63,0.79,0.06
23.42,0.79,0.06
23.42,0.79,0.06
23.42,0.79,0.06
23.23,0.74,0.06
23.23,0.74,0.06
23.23,0.74,0.06
23.23,0.74,0.06
23.23,0.79,0.06
23.23,0.79,0.06
23.23,0.79,0.06
23.23,0.79,0.06
23.2,0.79,0.06
23.2,0.79,0.06
23.18,0.74,0.06
23.18,0.74,0.06
23.15,0.74,0.06
22.83,0.79,0.06
22.8,0.79,0.06
22.78,0.79,0.06
22.78,0.79,0.06
22.75,0.79,0.06
22.75,0.79,0.06
22.75,0.79,0.06
22.73,0.84,0.06
22.73,0.84,0.06
22.75,0.84,0.06
22.75,0.84,0.06
22.75,0.84,0.06
22.78,0.84,0.06
22.78,0.84,0.06
22.75,0.84,0.06
23.1,0.79,0.06
23.1,0.79,0.06
23.1,0.79,0.06
23.1,0.79,0.06
23.1,0.79,0.06
23.1,0.79,0.06
23.1,0.79,0.06
23.08,0.79,0.06
23.08,0.79,0.06
23.08,0.79,0.06
23.08,0.79,0.06
22.83,0.74,0.06
22.8,0.74,0.06
22.8,0.74,0.06
22.83,0.84,0.06
22.85,0.84,0.06
22.85,0.84,0.06
22.88,0.84,0.06
23.3,0.79,0.06
23.33,0.79,0.06
23.33,0.79,0.06
23.3,0.79,0.06
23.3,0.79,0.06
23.3,0.79,0.06
22.26,0.79,0.06
22.23,0.79,0.06
22.23,0.79,0.06
22.23,0.79,0.06
22.21,0.79,0.06
22.21,0.79,0.06
22.21,0.79,0.06
22.21,0.79,0.06
22.23,0.79,0.06
22.26,0.84,0.06
22.63,0.84,0.06
22.68,0.79,0.06
23.18,0.74,0.06
23.15,0.74,0.06
23.15,0.74,0.06
22.8,0.74,0.06
22.8,0.74,0.06
22.8,0.74,0.06
22.78,0.74,0.06
22.75,0.79,0.06
22.75,0.79,0.06
22.75,0.79,0.06
22.73,0.79,0.06
22.75,0.79,0.06
22.83,0.84,0.06
22.83,0.84,0.06
22.83,0.84,0.06
22.83,0.84,0.06
22.18,0.74,0.06
22.21,0.74,0.06
22.26,0.79,0.06
22.26,0.79,0.06
22.26,0.79,0.06
22.26,0.79,0.06
22.26,0.79,0.06
22.23,0.79,0.06
22.23,0.79,0.06
22.23,0.79,0.06
22.21,0.79,0.06
22.21,0.79,0.06
